Date,Publication,Headline,URL,Categories,Topics,Major Ad Tech Companies,Retail Media Networks,Attribution Topics,Ad Formats,Agencies,Relevance Score,Summary
2026-05-01,AdExchanger,What’s POSSIBLE With AI,https://www.adexchanger.com/the-big-story/whats-possible-with-ai/,"Industry/Business, Technology","AI in marketing, industry conferences, marketing technology trends",,,,,,4,AdExchanger reporters debrief on AI-focused discussions and notable absences from the POSSIBLE conference in Miami.
2026-05-01,AdExchanger,POSSIBLE 2026: AdExchanger’s Hot Takes,https://www.adexchanger.com/ai/possible-2026-adexchangers-hot-takes/,"Industry/Business, Technology","agentic AI, AI in advertising, conference coverage, industry trends",,,,,,5,"AdExchanger editors share their key takeaways from the POSSIBLE 2026 conference in Miami, focusing on agentic AI discussions among ad industry insiders."
2026-05-01,AdExchanger,What ‘Heated Rivalry’ Reveals About LGBTQ+ Media And Marketing,https://www.adexchanger.com/ctv-roundup/what-heated-rivalry-reveals-about-lgbtq-media-and-marketing/,"Industry/Business, Ad Formats","LGBTQ+ media marketing, audience targeting, CTV advertising, brand marketing, diversity in advertising",,,,CTV/OTT,,3,A panel discussion from POSSIBLE 2026 explores how TV show 'Heated Rivalry' reflects the state of LGBTQ+ media and how marketers and media companies approach connecting with queer audiences.
2026-05-01,AdExchanger,What An Outdoor Retailer Learned By Replacing Pricey SaaS With A Newcomer,https://www.adexchanger.com/marketers/what-an-outdoor-retailer-learned-by-replacing-pricey-saas-with-a-newcomer/,"Attribution/Measurement, Industry/Business, Technology","marketing measurement tools, SaaS advertising platforms, data-driven advertising, marketing analytics, retail marketing",,,MMM,,,5,"An outdoor retailer shares lessons learned from switching away from an expensive SaaS marketing measurement platform to a newer, presumably more cost-effective alternative, as evaluated through a non-marketer's lens."
2026-05-01,AdExchanger,Comic: ‘I Just Wanna Watch The Game!’,https://www.adexchanger.com/comic-strip/comic-i-just-wanna-watch-the-game/,Industry/Business,"comic strip, digital advertising ecosystem",,,,,,2,"A weekly comic strip from AdExchanger humorously depicting a scene related to watching sports, touching on the digital advertising ecosystem in a lighthearted format."
2026-05-18,Adweek,DoorDash Brings On Ex-Amazon Exec as New CMO,https://www.adweek.com/commerce/doordash-brings-on-ex-amazon-exec-as-new-cmo/,"Industry/Business, Major Ad Tech Companies","executive hire, CMO appointment, DoorDash advertising leadership","Amazon, DoorDash",,,,,3,"DoorDash has appointed Tim Castree, a former Amazon executive, as its new Chief Marketing Officer, replacing Kofi Amoo-Gottfried."
2026-05-18,Adweek,EXCLUSIVE: Omnicom Advertising Creative Lead Javier Campopiano Exits Months After IPG Takeover,https://www.adweek.com/agencies/exclusive-omnicom-advertising-creative-lead-javier-campopiano-exits-months-after-ipg-takeover/,Industry/Business,"agency leadership changes, mergers and acquisitions, holding company restructuring",,,,,"Omnicom, IPG",2,"Javier Campopiano, global chief creative officer for Omnicom Advertising, is departing his role in the months following Omnicom's acquisition of IPG."
2026-05-18,Adweek,Oscar Mayer&#8217;s Wienie 500 Goes Bigger After 500K Sales Bump,https://www.adweek.com/creativity/oscar-mayers-wienie-500-goes-bigger-after-500k-sales-bump/,"Industry/Business, Ad Formats","brand advertising, live broadcast sponsorship, experiential marketing, TV advertising",,,,Video,,2,"Oscar Mayer's Wienie 500 hot dog racing campaign returns with expanded elements including real coaches and its first live nationwide broadcast on Fox, following a 500K sales lift from the previous edition."
2026-05-18,Adweek,Visa Recruits Jason Sudeikis to Score Big at the 2026 World Cup,https://www.adweek.com/creativity/visa-recruits-jason-sudeikis-to-score-big-at-the-2026-world-cup/,"Industry/Business, Ad Formats","sports marketing, brand sponsorship, celebrity endorsement, World Cup advertising",,,,"Video, Social",,2,"Visa is launching a World Cup 2026 marketing campaign featuring Jason Sudeikis with humor, celebrity appeal, and exclusive fan perks to maximize brand presence at the global sporting event."
2026-05-18,Adweek,5 Controversies Cannes Lions Would Rather Forget,https://www.adweek.com/creativity/5-controversies-cannes-lions-would-rather-forget/,Industry/Business,"Cannes Lions festival, advertising industry controversies, awards shows",,,,,,2,The article revisits the biggest controversies in Cannes Lions history following a scandal-filled 2025 festival.
2026-05-18,Adweek,Marketers From Adobe and Whirlpool Share What They Wish They Knew Starting Out,https://www.adweek.com/creativity/marketers-adobe-whirlpool-mentorship-effie-lions-voices-of-the-future/,Industry/Business,"mentorship, career development, marketing leadership",,,,,,2,Marketers from Adobe and Whirlpool share career advice and mentorship lessons as the Effie Lions Foundation launches its inaugural Voices of the Future program.
2026-05-17,Adweek,Publicis to Acquire LiveRamp for $2.2 Billion,https://www.adweek.com/agencies/publicis-to-acquire-liveramp-for-22-billion/,"Industry/Business, Attribution/Measurement, Privacy/Regulation, Programmatic","data clean rooms, ID solutions, data collaboration, acquisition, audience targeting, cookieless measurement, identity resolution",,,"Clean Rooms, ID Solutions, Cookieless",,Publicis,9,"Publicis is acquiring data collaboration and identity resolution platform LiveRamp for $2.2 billion, with LiveRamp expected to maintain its platform-agnostic positioning under the new ownership."
2026-05-15,Adweek,Week of May 4 Cable News Ratings: CNN Only Network With Growth,https://www.adweek.com/tvnewser/week-of-may-4-2026-cable-news-ratings/,Industry/Business,"cable news ratings, TV viewership",,,,,,1,"CNN was the only cable news network to show viewership growth during the week of May 4, while Fox News continued to outperform ESPN in primetime total viewers for the third consecutive week."
2026-05-15,Adweek,Ticker: CBS News&#8217; Charles Forelle Asserts Network&#8217;s Editorial Independence,https://www.adweek.com/tvnewser/ticker-cbs-news-charles-forelle-asserts-networks-editorial-independence/,Industry/Business,"editorial independence, news programming, CNN originals",,,,,,1,"CBS News executive Charles Forelle asserts the network's editorial independence, while CNN reveals its 2026-27 CNN Originals programming slate."
2026-05-15,Adweek,One Quarter of North American Agencies Have Shifted to Fixed-Fee Pricing,https://www.adweek.com/agencies/one-quarter-of-north-american-agencies-have-shifted-to-fixed-free-pricing/,"Industry/Business, Technology","agency pricing models, fixed-fee pricing, AI impact on agencies, commercial models, agency-client relationships",,,,,Dentsu,4,A Forrester and Dentsu study finds that 25% of North American agencies have adopted fixed-fee pricing models as the industry adapts its commercial structures in response to AI.
2026-05-18,Digiday,‘Identity is the qualifier for AI’: Publicis’ $2.2 billion LiveRamp deal is a bet that whoever controls the data owns the AI era,https://digiday.com/media-buying/identity-is-the-qualifier-for-ai-publicis-2-2-billion-liveramp-deal-is-a-bet-that-whoever-controls-the-data-owns-the-ai-era/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Attribution/Measurement, Major Ad Tech Companies, Industry/Business, Privacy/Regulation, Technology","data clean rooms, identity resolution, AI in advertising, first-party data, data infrastructure, M&A / acquisitions, ID solutions, audience targeting, data ownership, programmatic data strategy",The Trade Desk,,"Clean Rooms, ID Solutions, Cookieless",,"Publicis, WPP, Omnicom, IPG, Dentsu",9,"Publicis's $2.2 billion acquisition of LiveRamp positions the holding company to control a critical piece of ad tech identity and data infrastructure that its agency rivals and programmatic partners depend on, raising questions about competitive access and the future of AI-driven advertising."
2026-05-18,Digiday,Ad Tech Briefing: The downstream implications of Publicis Groupe’s $2.2 billion bet on LiveRamp,https://digiday.com/media-buying/ad-tech-briefing-the-downstream-implications-of-publicis-groupes-2-2-billion-bet-on-liveramp/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Attribution/Measurement, Industry/Business, Privacy/Regulation","data onboarding, identity solutions, data clean rooms, holding company strategy, M&A, first-party data, audience targeting",,,"Clean Rooms, ID Solutions, Cookieless",,"Publicis, WPP, Omnicom, IPG, Dentsu, Havas",9,Publicis Groupe's $2.2 billion acquisition of LiveRamp is forcing rival holding companies to reassess their relationships with the data onboarding and identity platform they now compete against.
2026-05-18,Digiday,"Why Amazon and YouTube pitched operating systems, not just TV inventory at this year’s upfront",https://digiday.com/media-buying/why-amazon-and-youtube-pitched-operating-systems-not-just-tv-inventory-at-this-years-upfront/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Major Ad Tech Companies, Ad Formats, Technology, Industry/Business","CTV advertising, upfront negotiations, AI-driven buying, identity solutions, ad tech infrastructure, programmatic TV, operating systems, streaming advertising","Amazon, Google, Roku, The Trade Desk",Amazon Ads,ID Solutions,"CTV/OTT, Video","GroupM, Publicis, Omnicom, IPG, WPP",8,"Amazon and YouTube used this year's upfront presentations to pitch advertisers on their broader OS-level infrastructure and AI-driven buying capabilities, shifting negotiations beyond traditional TV inventory to identity, data, and programmatic technology."
2026-05-18,Digiday,The Economist prepares for a two‑track internet: one for humans and one for AI agents,https://digiday.com/media/the-economist-prepares-for-a-two-track-internet-one-for-humans-and-one-for-ai-agents/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Technology, Industry/Business, Privacy/Regulation","AI agents, publisher strategy, content accessibility, paywalls, AI crawlers, web infrastructure",OpenAI/ChatGPT,,,,,3,The Economist is experimenting with agent-readable content formats outside its paywall as it anticipates a bifurcated internet serving both human readers and AI agents separately.
2026-05-18,Digiday,Influencer boost budgets are throwing gas on social video spending fire,https://digiday.com/media-buying/influencer-boost-budgets-are-throwing-gas-on-social-video-spending-fire/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Industry/Business, Major Ad Tech Companies","social video advertising, influencer marketing, paid media amplification, influencer boost budgets, social video spending","Meta, TikTok, Snapchat, Pinterest",,,"Video, Social",,6,"Brands are increasingly using paid media budgets to amplify influencer content on social video platforms, accelerating overall social video ad spending growth."
2026-05-18,Digiday,Media Buying Briefing: What buyers expect out of this year’s upfront marketplace,https://digiday.com/media-buying/media-buying-briefing-what-buyers-expect-out-of-this-years-upfront-marketplace/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Attribution/Measurement, Industry/Business","upfront marketplace, CTV advertising, outcomes-based buying, measurement, flexibility in ad deals, video advertising negotiations",,,Incrementality,"CTV/OTT, Video","GroupM, Publicis, IPG, Omnicom, Dentsu, WPP",6,Media buyers heading into the 2026 upfront marketplace are prioritizing outcomes-based deals while navigating challenges around measurement standards and contractual flexibility.
2026-05-18,Digiday,Inside The Trade Desk’s Claude-powered campaign agent,https://digiday.com/media-buying/inside-the-trade-desks-claude-powered-campaign-agent/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Major Ad Tech Companies, Technology","AI-powered campaign management, DSP automation, campaign creation agents, AI integration in ad tech, programmatic campaign optimization","The Trade Desk, OpenAI/ChatGPT",,,,,8,"The Trade Desk has integrated Anthropic's Claude AI model to power an autonomous campaign-building agent within its DSP platform, signaling a broader push toward AI-driven programmatic workflow automation."
2026-05-15,Digiday,CeraVe taps Carmelo Anthony as ‘head coach’ of its new dandruff campaign,https://digiday.com/marketing/cerave-taps-carmelo-anthony-as-head-coach-of-its-new-dandruff-campaign/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Ad Formats","celebrity endorsement, brand campaign, sports sponsorship, Gen Z marketing, social media marketing",,,,"Social, Video",,2,CeraVe partnered with NBA player Carmelo Anthony as 'head coach' of a new dandruff campaign to reach Gen Z audiences through NBA fandom.
2026-05-15,Digiday,Digiday Programmatic Marketing Summit May Recap: How marketers are navigating agentic ad buying,https://digiday.com/marketing/digiday-programmatic-marketing-summit-may-recap-how-marketers-are-navigating-agentic-ad-buying/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Technology, Industry/Business","agentic AI ad buying, AI agents, programmatic buying, automation guardrails, AI in media buying",,,,,,8,"At the Digiday Programmatic Marketing Summit, marketing executives shared early experiences using AI agents to buy ads, including what has worked, what hasn't, and what guardrails the industry needs to establish."
2026-05-15,Digiday,Amazon bets creator video podcasts can be the next TV network – if it can fix measurement,https://digiday.com/media/amazon-bets-creator-video-podcasts-can-be-the-next-tv-network-if-it-can-fix-measurement/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Attribution/Measurement, Ad Formats, Industry/Business","podcast advertising, creator video, upfront presentations, streaming audio, video content monetization, measurement challenges, podcast measurement",Amazon,Amazon Ads,,"Audio, Video, CTV/OTT",,7,"Amazon's Upfront presentation positioned its creator video podcast offerings as the next generation of TV networks, while acknowledging measurement gaps that must be solved to attract TV-level ad budgets."
2026-05-15,Digiday,Future of Marketing Briefing: The brands winning at AI started with process not tech,https://digiday.com/marketing/future-of-marketing-briefing-the-brands-winning-at-ai-started-with-process-not-tech/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Technology, Industry/Business","AI adoption in marketing, AI agents, marketing process optimization, brand strategy",,,,,,3,"The article argues that brands succeeding with AI in marketing prioritize process transformation over technology adoption, suggesting AI agent hype is a distraction from more foundational operational changes."
2026-05-15,Digiday,Ally wants influence over women’s sports media deals — not just sponsorships,https://digiday.com/marketing/ally-wants-influence-over-womens-sports-media-deals-not-just-sponsorships/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Ad Formats","women's sports advertising, media deals, brand sponsorships, sports media buying, inventory competition",,,,"Video, Social",,3,Ally Financial is increasing its ad spend in women's sports and seeking greater influence over media deals as brands compete for growing inventory and audiences in the space.
2026-05-14,Digiday,Richer contextual signals in the bidstream help agencies and publishers alike,https://digiday.com/sponsored/seedtag-richer-contextual-signals-bidstream/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Privacy/Regulation, Technology","contextual targeting, bidstream signals, cookieless targeting, programmatic buying, identity-based targeting, contextual signals",,,Cookieless,Display,,7,Seedtag-sponsored partner insight piece exploring how richer contextual signals in the bidstream are enabling agencies and publishers to make better programmatic buying decisions in a post-identity landscape.
2026-05-14,Digiday,How mobile gaming companies keep performance intact while migrating measurement systems,https://digiday.com/sponsored/how-mobile-gaming-companies-keep-performance-intact-while-migrating-measurement-systems/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Attribution/Measurement, Privacy/Regulation, Technology, Industry/Business","mobile measurement migration, signal loss, privacy developments, AI integration, measurement frameworks, mobile gaming advertising, data complexity",,,Cookieless,,,6,"Adjust's director of marketing explains how mobile gaming companies can maintain performance while migrating measurement infrastructure amid rapid changes driven by privacy developments, signal loss, and AI integration."
2026-05-14,Digiday,"With sports fragmentation, following the fans is crucial",https://digiday.com/sponsored/with-sports-fragmentation-following-the-fans-is-crucial/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Industry/Business","live sports advertising, CTV advertising, audience fragmentation, premium inventory, sports media buying, appointment viewing",,,,"CTV/OTT, Video",,5,"DIRECTV Advertising's Drew Groner argues that live sports remain premium advertising inventory due to their appointment-viewing nature, and that advertisers must follow fragmented sports audiences across platforms to capitalize on this engagement."
2026-05-18,AdExchanger,Publicis Acquires LiveRamp In A Major Shakeup For Indie Data Collaboration,https://www.adexchanger.com/marketers/publicis-acquires-liveramp-in-a-major-shakeup-for-indie-data-collaboration/,"Industry/Business, Attribution/Measurement, Privacy/Regulation, Programmatic","data clean rooms, identity resolution, data collaboration, agency acquisitions, first-party data, ID solutions",,,"Clean Rooms, ID Solutions, Cookieless",,Publicis,9,"Publicis Groupe has acquired data collaboration and identity resolution company LiveRamp for $2.2 billion, sending shockwaves through the ad industry over implications for independent data partnerships and the competitive landscape among agency holding companies and ad tech vendors."
2026-05-18,AdExchanger,These AI Agents Want To Handle All The Annoying Parts Of Media Buying,https://www.adexchanger.com/ai/these-ai-agents-want-to-handle-all-the-annoying-parts-of-media-buying/,"Programmatic, Technology, Industry/Business","AI agents, media buying automation, campaign management, workflow automation, programmatic advertising, ad operations",,,,,,8,"AI agents are emerging to automate the tedious manual workflows in media buying — such as data reconciliation, QA checks, and client reporting — that programmatic platforms have yet to streamline despite automating the bidding itself."
2026-05-18,AdExchanger,‘I Don’t Think I’m A Data Broker’ Is Not A Defense,https://www.adexchanger.com/data-privacy-roundup/i-dont-think-im-a-data-broker-is-not-a-defense/,"Privacy/Regulation, Industry/Business","data broker regulations, ad industry compliance, privacy law, Network Advertising Initiative, data privacy",,,,,,6,The Network Advertising Initiative's general counsel warns ad industry companies that self-identifying as 'not a data broker' is insufficient protection from regulators who may classify them otherwise under data privacy laws.
2026-05-18,AdExchanger,Video Killed The Audio Star; The “No Essay” Data Ploy,https://www.adexchanger.com/daily-news-roundup/video-killed-the-audio-star-the-no-essay-data-ploy/,"Ad Formats, Privacy/Regulation, Industry/Business","podcast advertising, audio advertising, video advertising, data privacy, data collection, non-profit advertising regulations",,,,"Audio, Video",,3,"A news roundup covering the shift of podcasts toward video broadcast formats, concerns about scholarship programs being used as data mining schemes, and states cracking down on false advertising by non-profits."
2026-05-15,AdExchanger,We Went To Eight Upfronts This Week. Here’s What We Learned,https://www.adexchanger.com/tv/we-went-to-eight-upfronts-this-week-heres-what-we-learned/,"Ad Formats, Industry/Business, Major Ad Tech Companies","upfronts, CTV advertising, streaming video advertising, YouTube Brandcast, TV advertising",Google,,,"CTV/OTT, Video",,5,"A recap of the 2026 upfront presentations from eight major media companies, including YouTube's Brandcast, highlighting key announcements and themes from upfront week."
2026-05-15,AdExchanger,Let’s Be Upfront About Performance,https://www.adexchanger.com/ctv-roundup/lets-be-upfront-about-performance/,"Ad Formats, Industry/Business","upfronts, CTV advertising, ad performance, publisher strategy, media buying, flexibility",,,,"CTV/OTT, Video",,5,"During the upfronts week, publishers emphasized ad performance, flexibility, and measurable results to appeal to media buyers in their negotiations."
2026-05-15,AdExchanger,"To Sell TV, The New ‘Premium’ Is ‘Fandom’",https://www.adexchanger.com/the-big-story/to-sell-tv-the-new-premium-is-fandom/,"Ad Formats, Industry/Business, Major Ad Tech Companies","TV Upfronts, CTV advertising, AI in advertising, performance advertising, audience targeting, fandom-based targeting, streaming video ads",,,,"CTV/OTT, Video",,5,"The 2026 TV Upfronts were defined by four key buzzwords — performance, dynamic, AI, and fandom — which this article explains as the new selling language for premium television advertising."
2026-05-15,AdExchanger,Why Albertsons Is Adding The LTV Metric To Its Analytics,https://www.adexchanger.com/commerce-roundup/why-albertsons-is-adding-the-ltv-metric-to-its-analytics/,"Retail Media, Attribution/Measurement, Industry/Business","LTV (lifetime value) metric, ROAS critique, retail media measurement, marketing analytics, customer lifetime value",,Albertsons,MMM,,,7,"Albertsons is incorporating customer lifetime value (LTV) into its retail media analytics as an alternative or complement to ROAS, reflecting broader industry efforts to move beyond return on ad spend as the dominant marketing performance metric."
2026-05-15,AdExchanger,Comic: Schrödinger’s Measurement,https://www.adexchanger.com/comic-strip/comic-schrodingers-measurement/,Attribution/Measurement,advertising measurement,,,,,,2,"A weekly comic strip from AdExchanger humorously references the concept of uncertain or paradoxical advertising measurement, likening it to Schrödinger's thought experiment."
2026-05-15,AdExchanger,The Keywords To The Kingdom; Can’t Afford To Pay Attention,https://www.adexchanger.com/daily-news-roundup/friday-15052026/,"Attribution/Measurement, Major Ad Tech Companies, Industry/Business","campaign analytics, data insights, advertiser reporting, keyword targeting, data exportability",,,,,,5,"The article examines how campaign analytics interfaces are shifting from detailed, exportable data ('analytics') to curated, platform-controlled summaries ('insights'), and explores the implications of keyword targeting for advertisers."
2026-05-18,Adweek,DoorDash Brings On Ex-Amazon Exec as New CMO,https://www.adweek.com/commerce/doordash-brings-on-ex-amazon-exec-as-new-cmo/,"Industry/Business, Major Ad Tech Companies","executive hire, CMO appointment, DoorDash advertising leadership","Amazon, DoorDash",,,,,3,"DoorDash has appointed Tim Castree, a former Amazon executive, as its new Chief Marketing Officer, replacing Kofi Amoo-Gottfried."
2026-05-18,Adweek,EXCLUSIVE: Omnicom Advertising Creative Lead Javier Campopiano Exits Months After IPG Takeover,https://www.adweek.com/agencies/exclusive-omnicom-advertising-creative-lead-javier-campopiano-exits-months-after-ipg-takeover/,Industry/Business,"agency leadership change, executive departure, holding company merger",,,,,"Omnicom, IPG",3,"Javier Campopiano, global chief creative officer for Omnicom Advertising's global clients, is departing his role months after Omnicom's acquisition of IPG."
2026-05-18,Adweek,Oscar Mayer&#8217;s Wienie 500 Goes Bigger After 500K Sales Bump,https://www.adweek.com/creativity/oscar-mayers-wienie-500-goes-bigger-after-500k-sales-bump/,"Industry/Business, Ad Formats","brand advertising, live broadcast advertising, experiential marketing, brand campaign",,,,Video,,2,"Oscar Mayer's Wienie 500 hot dog racing campaign returns with expanded elements including real coaches and a first-ever live nationwide broadcast on Fox, following a 500K sales bump attributed to last year's activation."
2026-05-18,Adweek,Visa Recruits Jason Sudeikis to Score Big at the 2026 World Cup,https://www.adweek.com/creativity/visa-recruits-jason-sudeikis-to-score-big-at-the-2026-world-cup/,"Industry/Business, Ad Formats","sports sponsorship, celebrity endorsement, brand advertising, World Cup marketing",,,,"Video, Social",,2,"Visa has launched a World Cup 2026 marketing campaign featuring actor Jason Sudeikis, leveraging humor, celebrity appeal, and exclusive fan perks to maximize brand presence at the global sporting event."
2026-05-18,Adweek,5 Controversies Cannes Lions Would Rather Forget,https://www.adweek.com/creativity/5-controversies-cannes-lions-would-rather-forget/,Industry/Business,"Cannes Lions festival, advertising industry controversies, creative awards",,,,,,2,Adweek revisits the biggest controversies in Cannes Lions history following a scandal-filled 2025 festival.
2026-05-18,Adweek,Marketers From Adobe and Whirlpool Share What They Wish They Knew Starting Out,https://www.adweek.com/creativity/marketers-adobe-whirlpool-mentorship-effie-lions-voices-of-the-future/,Industry/Business,"mentorship, marketing career development, professional advice",,,,,,2,Marketers from Adobe and Whirlpool share career mentorship lessons as the Effie Lions Foundation launches its inaugural Voices of the Future program.
2026-05-17,Adweek,Publicis to Acquire LiveRamp for $2.2 Billion,https://www.adweek.com/agencies/publicis-to-acquire-liveramp-for-22-billion/,"Industry/Business, Attribution/Measurement, Privacy/Regulation, Programmatic","data clean rooms, identity resolution, data collaboration, M&A acquisition, cookieless measurement, ID solutions, data agnosticism",,,"Clean Rooms, Cookieless, ID Solutions",,Publicis,9,"Publicis Groupe is acquiring data collaboration and identity resolution platform LiveRamp for $2.2 billion, with the platform expected to maintain its publisher- and platform-agnostic positioning under new ownership."
2026-05-15,Adweek,Week of May 4 Cable News Ratings: CNN Only Network With Growth,https://www.adweek.com/tvnewser/week-of-may-4-2026-cable-news-ratings/,Industry/Business,"cable news ratings, TV viewership",,,,,,1,"Cable news ratings for the week of May 4 show CNN as the only network with viewer growth, while Fox News outpaced ESPN in primetime for the third consecutive week."
2026-05-15,Adweek,Ticker: CBS News&#8217; Charles Forelle Asserts Network&#8217;s Editorial Independence,https://www.adweek.com/tvnewser/ticker-cbs-news-charles-forelle-asserts-networks-editorial-independence/,Industry/Business,"editorial independence, news programming, TV network programming slate",,,,,,1,"CBS News' Charles Forelle asserts the network's editorial independence, while CNN reveals its 2026-27 originals programming slate."
2026-05-15,Adweek,One Quarter of North American Agencies Have Shifted to Fixed-Fee Pricing,https://www.adweek.com/agencies/one-quarter-of-north-american-agencies-have-shifted-to-fixed-free-pricing/,"Industry/Business, Technology","agency pricing models, fixed-fee pricing, AI impact on agencies, commercial model evolution, marketer-agency relationships",,,,,Dentsu,4,A Forrester and Dentsu study finds that one quarter of North American agencies have adopted fixed-fee pricing models as the industry adapts its commercial structures in response to AI-driven changes.
2026-05-18,Digiday,‘Identity is the qualifier for AI’: Publicis’ $2.2 billion LiveRamp deal is a bet that whoever controls the data owns the AI era,https://digiday.com/media-buying/identity-is-the-qualifier-for-ai-publicis-2-2-billion-liveramp-deal-is-a-bet-that-whoever-controls-the-data-owns-the-ai-era/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Attribution/Measurement, Major Ad Tech Companies, Industry/Business, Privacy/Regulation, Technology","data clean rooms, identity resolution, AI advertising, first-party data, data infrastructure, M&A, programmatic targeting, audience targeting, ID solutions, data ownership",The Trade Desk,,"Clean Rooms, ID Solutions, Cookieless",,Publicis,9,"Publicis's $2.2 billion acquisition of LiveRamp gives the holding company control over a critical identity and data clean room infrastructure that competing agencies and ad tech platforms rely on, raising questions about data neutrality in an AI-driven advertising era."
2026-05-18,Digiday,Ad Tech Briefing: The downstream implications of Publicis Groupe’s $2.2 billion bet on LiveRamp,https://digiday.com/media-buying/ad-tech-briefing-the-downstream-implications-of-publicis-groupes-2-2-billion-bet-on-liveramp/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Attribution/Measurement, Industry/Business, Privacy/Regulation","data onboarding, identity resolution, data clean rooms, ID solutions, holding company strategy, M&A, first-party data",,,"Clean Rooms, ID Solutions, Cookieless",,"Publicis, WPP, Omnicom, IPG, Dentsu, Havas",9,Publicis Groupe's $2.2 billion acquisition of LiveRamp is forcing rival holding companies to reassess their strategic dependence on the dominant data onboarding and identity resolution platform.
2026-05-18,Digiday,"Why Amazon and YouTube pitched operating systems, not just TV inventory at this year’s upfront",https://digiday.com/media-buying/why-amazon-and-youtube-pitched-operating-systems-not-just-tv-inventory-at-this-years-upfront/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Major Ad Tech Companies, Ad Formats, Technology, Industry/Business","CTV advertising, upfront negotiations, operating systems, AI-driven buying, identity solutions, programmatic infrastructure, streaming TV advertising, TV inventory","Amazon, Google, The Trade Desk, Roku",Amazon Ads,ID Solutions,"CTV/OTT, Video","GroupM, Publicis, WPP, Omnicom, IPG",8,"Amazon and YouTube are repositioning themselves at upfront negotiations as full operating system providers rather than just TV inventory sellers, with deals increasingly centered on identity infrastructure, AI-driven buying tools, and programmatic capabilities."
2026-05-18,Digiday,The Economist prepares for a two‑track internet: one for humans and one for AI agents,https://digiday.com/media/the-economist-prepares-for-a-two-track-internet-one-for-humans-and-one-for-ai-agents/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Technology, Industry/Business, Privacy/Regulation","AI agents, publisher strategy, content monetization, paywalls, AI-readable content, web architecture",OpenAI/ChatGPT,,,,,3,The Economist is developing agent-readable versions of its free content to prepare for a bifurcated internet that serves both human readers and AI agents separately.
2026-05-18,Digiday,Influencer boost budgets are throwing gas on social video spending fire,https://digiday.com/media-buying/influencer-boost-budgets-are-throwing-gas-on-social-video-spending-fire/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Industry/Business","social video advertising, influencer marketing, paid media amplification, creator content, social media spending","Meta, TikTok, Snapchat, Pinterest",,,"Video, Social",,6,"Brands are increasingly using paid media budgets to boost influencer and creator content on social platforms, accelerating overall social video advertising spend."
2026-05-18,Digiday,Media Buying Briefing: What buyers expect out of this year’s upfront marketplace,https://digiday.com/media-buying/media-buying-briefing-what-buyers-expect-out-of-this-years-upfront-marketplace/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Attribution/Measurement, Industry/Business","upfront marketplace, CTV advertising, outcomes-based buying, measurement, flexibility in deals, linear TV, streaming, media buying negotiations",Netflix,,Incrementality,"CTV/OTT, Video","GroupM, Publicis, IPG, Omnicom, Dentsu, WPP, Havas",5,Media buyers heading into the 2026 upfront marketplace are prioritizing outcomes-based deals while grappling with unresolved measurement standards and demands for greater flexibility in negotiations.
2026-05-18,Digiday,Inside The Trade Desk’s Claude-powered campaign agent,https://digiday.com/media-buying/inside-the-trade-desks-claude-powered-campaign-agent/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Major Ad Tech Companies, Technology","AI-powered campaign management, DSP automation, programmatic campaign creation, AI agents, The Trade Desk platform, Claude AI integration","The Trade Desk, OpenAI/ChatGPT",,,,,8,"The Trade Desk has integrated Anthropic's Claude AI model to power an automated campaign-building agent within its DSP platform, signaling a broader push toward AI-driven programmatic workflows."
